"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10527","Download full coverage with empty fields","","Tue Apr 22 18:29:57 GMT 2025","passed","Tue Apr 22 18:30:07 GMT 2025","","Global Coverage Page Form","",""
"","14121","Talk to an expert with empty ""Phone number"" field","","Tue Apr 22 18:28:26 GMT 2025","passed","Tue Apr 22 18:28:40 GMT 2025","","Contact Us Page Form","",""
"","9901","should send a message and display it in the chat","","Tue Apr 22 18:26:51 GMT 2025","passed","Tue Apr 22 18:27:01 GMT 2025","","Assistant chat functionality","",""
"","10863","Download full coverage with empty Last Name","","Tue Apr 22 18:30:21 GMT 2025","passed","Tue Apr 22 18:30:32 GMT 2025","","Global Coverage Page Form","",""
"","14089","Talk to an expert with empty ""Please describe your request"" field","","Tue Apr 22 18:27:32 GMT 2025","passed","Tue Apr 22 18:27:46 GMT 2025","","Contact Us Page Form","",""
"","12490","Talk to an expert with empty ""Last name"" field","","Tue Apr 22 18:27:59 GMT 2025","passed","Tue Apr 22 18:28:11 GMT 2025","","Contact Us Page Form","",""
"","11162","Talk to an expert with empty fields","","Tue Apr 22 18:27:20 GMT 2025","passed","Tue Apr 22 18:27:32 GMT 2025","","Contact Us Page Form","",""
"","11371","should change currency back from EUR to USD","","Tue Apr 22 18:29:31 GMT 2025","passed","Tue Apr 22 18:29:43 GMT 2025","","Currency Selection on /pricing/messaging page","",""
"","13414","Talk to an expert with empty ""Last name"" field","","Tue Apr 22 18:27:59 GMT 2025","passed","Tue Apr 22 18:28:12 GMT 2025","","Contact Us Page Form","",""
"","795","Check the Twitter link in the footer","","Tue Apr 22 18:31:02 GMT 2025","passed","Tue Apr 22 18:31:03 GMT 2025","","Social Media Links Navigation","",""
"","5975","should send a message and display it in the chat","","Tue Apr 22 18:26:54 GMT 2025","passed","Tue Apr 22 18:27:00 GMT 2025","","Assistant chat functionality","",""
"","12542","Talk to an expert with empty ""Company website"" field","","Tue Apr 22 18:28:40 GMT 2025","passed","Tue Apr 22 18:28:52 GMT 2025","","Contact Us Page Form","",""
"","1732","Check the Facebook link in the footer","","Tue Apr 22 18:30:58 GMT 2025","passed","Tue Apr 22 18:30:59 GMT 2025","","Social Media Links Navigation","",""
"","12344","Talk to an expert with empty ""Company website"" field","","Tue Apr 22 18:28:37 GMT 2025","passed","Tue Apr 22 18:28:49 GMT 2025","","Contact Us Page Form","",""
"","12556","Download full coverage with valid data","","Tue Apr 22 18:29:47 GMT 2025","passed","Tue Apr 22 18:29:59 GMT 2025","","Global Coverage Page Form","",""
"","12997","Talk to an expert with empty ""First name"" field","","Tue Apr 22 18:27:46 GMT 2025","passed","Tue Apr 22 18:27:59 GMT 2025","","Contact Us Page Form","",""
"","627","Check the Facebook link in the footer","","Tue Apr 22 18:31:03 GMT 2025","passed","Tue Apr 22 18:31:03 GMT 2025","","Social Media Links Navigation","",""
"","11062","should change currency from USD to EUR","","Tue Apr 22 18:29:20 GMT 2025","passed","Tue Apr 22 18:29:31 GMT 2025","","Currency Selection on /pricing/messaging page","",""
"","3117","Check the LinkedIn link in the footer","","Tue Apr 22 18:30:52 GMT 2025","passed","Tue Apr 22 18:30:55 GMT 2025","","Social Media Links Navigation","",""
"","10680","Download full coverage with empty Company Email","","Tue Apr 22 18:30:29 GMT 2025","passed","Tue Apr 22 18:30:40 GMT 2025","","Global Coverage Page Form","",""
"","12813","Talk to an expert with empty ""Business email"" field","","Tue Apr 22 18:28:11 GMT 2025","passed","Tue Apr 22 18:28:24 GMT 2025","","Contact Us Page Form","",""
"","17453","Talk to an expert with valid data","","Tue Apr 22 18:27:03 GMT 2025","passed","Tue Apr 22 18:27:21 GMT 2025","","Contact Us Page Form","",""
"","12980","Talk to an expert with empty ""How did you hear about Telnyx?"" field","","Tue Apr 22 18:29:05 GMT 2025","passed","Tue Apr 22 18:29:18 GMT 2025","","Contact Us Page Form","",""
"","12495","Talk to an expert with empty ""Additional Info""","","Tue Apr 22 18:28:52 GMT 2025","passed","Tue Apr 22 18:29:05 GMT 2025","","Contact Us Page Form","",""
"","10675","Talk to an expert with empty fields","","Tue Apr 22 18:27:21 GMT 2025","passed","Tue Apr 22 18:27:32 GMT 2025","","Contact Us Page Form","",""
"","11980","Talk to an expert with empty ""How did you hear about Telnyx?"" field","","Tue Apr 22 18:29:01 GMT 2025","passed","Tue Apr 22 18:29:13 GMT 2025","","Contact Us Page Form","",""
"","10934","Download full coverage with empty Last Name","","Tue Apr 22 18:30:18 GMT 2025","passed","Tue Apr 22 18:30:29 GMT 2025","","Global Coverage Page Form","",""
"","12575","Talk to an expert with empty ""First name"" field","","Tue Apr 22 18:27:46 GMT 2025","passed","Tue Apr 22 18:27:59 GMT 2025","","Contact Us Page Form","",""
"","1621","Check the LinkedIn link in the footer","","Tue Apr 22 18:31:00 GMT 2025","passed","Tue Apr 22 18:31:02 GMT 2025","","Social Media Links Navigation","",""
"","2467","Check the Twitter link in the footer","","Tue Apr 22 18:30:55 GMT 2025","passed","Tue Apr 22 18:30:58 GMT 2025","","Social Media Links Navigation","",""
"","13664","Talk to an expert with empty ""Business email"" field","","Tue Apr 22 18:28:12 GMT 2025","passed","Tue Apr 22 18:28:26 GMT 2025","","Contact Us Page Form","",""
"","11859","Download full coverage with valid data","","Tue Apr 22 18:29:45 GMT 2025","passed","Tue Apr 22 18:29:57 GMT 2025","","Global Coverage Page Form","",""
"","12893","Talk to an expert with empty ""Phone number"" field","","Tue Apr 22 18:28:24 GMT 2025","passed","Tue Apr 22 18:28:37 GMT 2025","","Contact Us Page Form","",""
"","15840","Talk to an expert with valid data","","Tue Apr 22 18:27:05 GMT 2025","passed","Tue Apr 22 18:27:20 GMT 2025","","Contact Us Page Form","",""
"","14301","Talk to an expert with empty ""Please describe your request"" field","","Tue Apr 22 18:27:32 GMT 2025","passed","Tue Apr 22 18:27:46 GMT 2025","","Contact Us Page Form","",""
"","10968","Download full coverage with empty Company Email","","Tue Apr 22 18:30:32 GMT 2025","passed","Tue Apr 22 18:30:43 GMT 2025","","Global Coverage Page Form","",""
"","10916","Download full coverage with empty First Name","","Tue Apr 22 18:30:10 GMT 2025","passed","Tue Apr 22 18:30:21 GMT 2025","","Global Coverage Page Form","",""
"","12033","should change currency back from EUR to USD","","Tue Apr 22 18:29:30 GMT 2025","passed","Tue Apr 22 18:29:42 GMT 2025","","Currency Selection on /pricing/messaging page","",""
"","11969","should change currency from USD to EUR","","Tue Apr 22 18:29:18 GMT 2025","passed","Tue Apr 22 18:29:30 GMT 2025","","Currency Selection on /pricing/messaging page","",""
"","12157","Talk to an expert with empty ""Additional Info""","","Tue Apr 22 18:28:49 GMT 2025","passed","Tue Apr 22 18:29:01 GMT 2025","","Contact Us Page Form","",""
"","10843","Download full coverage with empty fields","","Tue Apr 22 18:29:59 GMT 2025","passed","Tue Apr 22 18:30:10 GMT 2025","","Global Coverage Page Form","",""
"","10590","Download full coverage with empty First Name","","Tue Apr 22 18:30:07 GMT 2025","passed","Tue Apr 22 18:30:18 GMT 2025","","Global Coverage Page Form","",""
